Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
7,13-Mar-23,CUST007,Male,46,Clothing,2,25,50
17,22-Apr-23,CUST017,Female,27,Clothing,4,25,100
19,16-Sep-23,CUST019,Female,62,Clothing,2,25,50
41,22-Feb-23,CUST041,Male,34,Clothing,2,25,50
44,19-Feb-23,CUST044,Female,22,Clothing,1,25,25
64,24-Jan-23,CUST064,Male,49,Clothing,4,25,100
103,17-Jan-23,CUST103,Female,59,Clothing,1,25,25
127,24-Jul-23,CUST127,Female,33,Clothing,2,25,50
135,26-Feb-23,CUST135,Male,20,Clothing,2,25,50
145,2-Nov-23,CUST145,Female,39,Clothing,3,25,75
149,11-Oct-23,CUST149,Male,22,Clothing,3,25,75
156,25-Nov-23,CUST156,Female,43,Clothing,4,25,100
170,2-Jun-23,CUST170,Female,25,Clothing,2,25,50
185,27-Feb-23,CUST185,Male,24,Clothing,1,25,25
188,3-May-23,CUST188,Male,40,Clothing,3,25,75
205,7-Nov-23,CUST205,Female,43,Clothing,1,25,25
206,5-Aug-23,CUST206,Male,61,Clothing,1,25,25
223,2-Feb-23,CUST223,Female,64,Clothing,1,25,25
236,28-Apr-23,CUST236,Female,54,Clothing,1,25,25
242,2-May-23,CUST242,Male,21,Clothing,1,25,25
261,5-Aug-23,CUST261,Male,21,Clothing,2,25,50
277,18-Aug-23,CUST277,Male,36,Clothing,4,25,100
278,13-Mar-23,CUST278,Female,37,Clothing,4,25,100
287,20-Feb-23,CUST287,Male,54,Clothing,4,25,100
316,22-Apr-23,CUST316,Female,48,Clothing,2,25,50
318,24-Oct-23,CUST318,Male,61,Clothing,1,25,25
326,15-Sep-23,CUST326,Female,18,Clothing,3,25,75
360,9-Mar-23,CUST360,Male,42,Clothing,4,25,100
362,27-Nov-23,CUST362,Male,50,Clothing,1,25,25
379,5-Feb-23,CUST379,Female,47,Clothing,1,25,25
381,9-Jul-23,CUST381,Female,44,Clothing,4,25,100
389,1-Dec-23,CUST389,Male,21,Clothing,2,25,50
423,8-Mar-23,CUST423,Female,27,Clothing,1,25,25
439,9-Jul-23,CUST439,Male,50,Clothing,3,25,75
442,17-Mar-23,CUST442,Female,60,Clothing,4,25,100
475,20-Jan-23,CUST475,Male,26,Clothing,3,25,75
498,19-Jun-23,CUST498,Female,50,Clothing,4,25,100
517,8-Apr-23,CUST517,Female,47,Clothing,4,25,100
527,11-Apr-23,CUST527,Male,57,Clothing,2,25,50
545,1-Jun-23,CUST545,Male,27,Clothing,2,25,50
558,8-Oct-23,CUST558,Female,41,Clothing,1,25,25
585,1-May-23,CUST585,Female,24,Clothing,1,25,25
607,17-Mar-23,CUST607,Male,54,Clothing,3,25,75
615,23-Dec-23,CUST615,Female,61,Clothing,4,25,100
642,22-May-23,CUST642,Female,54,Clothing,4,25,100
653,20-May-23,CUST653,Male,54,Clothing,3,25,75
654,21-Jun-23,CUST654,Male,42,Clothing,3,25,75
657,11-Feb-23,CUST657,Male,40,Clothing,1,25,25
658,12-Mar-23,CUST658,Male,59,Clothing,1,25,25
661,16-Jul-23,CUST661,Female,44,Clothing,4,25,100
688,3-Oct-23,CUST688,Male,56,Clothing,4,25,100
730,4-Aug-23,CUST730,Female,36,Clothing,2,25,50
736,27-Jan-23,CUST736,Male,29,Clothing,4,25,100
750,6-Mar-23,CUST750,Female,35,Clothing,3,25,75
751,31-Aug-23,CUST751,Female,42,Clothing,2,25,50
755,22-Apr-23,CUST755,Female,58,Clothing,3,25,75
758,12-May-23,CUST758,Male,64,Clothing,4,25,100
763,28-Feb-23,CUST763,Male,34,Clothing,2,25,50
764,25-Mar-23,CUST764,Female,40,Clothing,1,25,25
774,12-Apr-23,CUST774,Female,40,Clothing,2,25,50
786,17-Oct-23,CUST786,Male,48,Clothing,4,25,100
790,8-Aug-23,CUST790,Male,62,Clothing,1,25,25
797,7-Jan-23,CUST797,Male,40,Clothing,3,25,75
803,22-Nov-23,CUST803,Male,39,Clothing,4,25,100
815,27-Aug-23,CUST815,Female,51,Clothing,3,25,75
840,24-May-23,CUST840,Male,62,Clothing,2,25,50
848,13-Feb-23,CUST848,Female,63,Clothing,3,25,75
849,4-May-23,CUST849,Male,32,Clothing,2,25,50
877,19-Jun-23,CUST877,Female,58,Clothing,1,25,25
887,11-Jun-23,CUST887,Male,59,Clothing,4,25,100
941,19-Mar-23,CUST941,Female,57,Clothing,2,25,50
944,5-Jun-23,CUST944,Male,44,Clothing,2,25,50
952,13-Nov-23,CUST952,Female,57,Clothing,1,25,25
955,14-Jul-23,CUST955,Male,58,Clothing,1,25,25
988,28-May-23,CUST988,Female,63,Clothing,3,25,75
10,7-Oct-23,CUST010,Female,52,Clothing,4,50,200
11,14-Feb-23,CUST011,Male,23,Clothing,2,50,100
22,15-Oct-23,CUST022,Male,18,Clothing,2,50,100
34,24-Dec-23,CUST034,Female,51,Clothing,3,50,150
59,5-Jul-23,CUST059,Male,62,Clothing,1,50,50
77,9-Jul-23,CUST077,Female,47,Clothing,2,50,100
85,6-Feb-23,CUST085,Male,31,Clothing,3,50,150
106,18-May-23,CUST106,Female,46,Clothing,1,50,50
119,13-Mar-23,CUST119,Female,60,Clothing,3,50,150
125,8-Aug-23,CUST125,Male,48,Clothing,2,50,100
138,23-Mar-23,CUST138,Male,49,Clothing,4,50,200
143,17-Jul-23,CUST143,Female,45,Clothing,1,50,50
146,28-Aug-23,CUST146,Male,38,Clothing,4,50,200
151,15-Dec-23,CUST151,Male,29,Clothing,1,50,50
159,31-May-23,CUST159,Male,26,Clothing,4,50,200
160,11-Aug-23,CUST160,Female,43,Clothing,2,50,100
163,2-Jan-23,CUST163,Female,64,Clothing,3,50,150
167,17-Sep-23,CUST167,Female,43,Clothing,3,50,150
186,5-Jul-23,CUST186,Male,20,Clothing,4,50,200
187,7-Jun-23,CUST187,Female,64,Clothing,2,50,100
194,6-Sep-23,CUST194,Male,55,Clothing,4,50,200
197,6-Mar-23,CUST197,Female,42,Clothing,4,50,200
224,23-Jun-23,CUST224,Female,25,Clothing,1,50,50
226,29-Oct-23,CUST226,Female,61,Clothing,1,50,50
231,4-Jan-23,CUST231,Female,23,Clothing,3,50,150
249,20-Oct-23,CUST249,Male,20,Clothing,1,50,50
258,4-Dec-23,CUST258,Female,37,Clothing,1,50,50
259,9-Aug-23,CUST259,Female,45,Clothing,4,50,200
284,8-Feb-23,CUST284,Male,43,Clothing,4,50,200
341,7-May-23,CUST341,Male,31,Clothing,4,50,200
359,22-Jul-23,CUST359,Male,50,Clothing,1,50,50
366,7-Feb-23,CUST366,Male,57,Clothing,2,50,100
375,17-Sep-23,CUST375,Male,32,Clothing,1,50,50
377,9-Mar-23,CUST377,Female,46,Clothing,4,50,200
400,24-Feb-23,CUST400,Male,53,Clothing,4,50,200
410,21-Nov-23,CUST410,Female,29,Clothing,2,50,100
471,23-Mar-23,CUST471,Male,32,Clothing,3,50,150
490,5-Feb-23,CUST490,Male,34,Clothing,3,50,150
526,10-Dec-23,CUST526,Male,33,Clothing,2,50,100
529,9-Aug-23,CUST529,Female,35,Clothing,3,50,150
538,17-Sep-23,CUST538,Male,18,Clothing,3,50,150
575,28-Mar-23,CUST575,Male,60,Clothing,2,50,100
609,19-Dec-23,CUST609,Female,47,Clothing,2,50,100
616,23-Sep-23,CUST616,Male,41,Clothing,2,50,100
623,10-Mar-23,CUST623,Male,34,Clothing,3,50,150
627,14-Oct-23,CUST627,Male,57,Clothing,1,50,50
630,15-Aug-23,CUST630,Male,42,Clothing,2,50,100
651,27-May-23,CUST651,Male,51,Clothing,3,50,150
665,20-Apr-23,CUST665,Male,57,Clothing,1,50,50
692,7-Sep-23,CUST692,Female,64,Clothing,2,50,100
696,6-Sep-23,CUST696,Female,50,Clothing,4,50,200
724,19-Apr-23,CUST724,Male,61,Clothing,3,50,150
737,29-Jun-23,CUST737,Female,33,Clothing,1,50,50
738,25-Apr-23,CUST738,Male,41,Clothing,2,50,100
748,20-Mar-23,CUST748,Male,25,Clothing,3,50,150
752,9-Dec-23,CUST752,Male,29,Clothing,2,50,100
765,9-Jun-23,CUST765,Male,43,Clothing,4,50,200
770,22-Oct-23,CUST770,Male,32,Clothing,1,50,50
798,4-Aug-23,CUST798,Male,61,Clothing,1,50,50
801,10-Aug-23,CUST801,Male,21,Clothing,4,50,200
830,22-Jun-23,CUST830,Female,64,Clothing,3,50,150
835,7-Sep-23,CUST835,Male,37,Clothing,4,50,200
836,19-Apr-23,CUST836,Female,22,Clothing,1,50,50
844,12-Oct-23,CUST844,Male,35,Clothing,3,50,150
854,20-Dec-23,CUST854,Male,29,Clothing,1,50,50
860,9-Jan-23,CUST860,Male,63,Clothing,4,50,200
906,4-Jun-23,CUST906,Female,20,Clothing,1,50,50
930,10-May-23,CUST930,Male,54,Clothing,4,50,200
938,19-Nov-23,CUST938,Male,49,Clothing,4,50,200
965,9-Nov-23,CUST965,Male,22,Clothing,4,50,200
973,22-Mar-23,CUST973,Male,60,Clothing,1,50,50
975,30-Mar-23,CUST975,Female,56,Clothing,4,50,200
978,22-Mar-23,CUST978,Female,53,Clothing,3,50,150
991,26-Dec-23,CUST991,Female,34,Clothing,2,50,100
996,16-May-23,CUST996,Male,62,Clothing,1,50,50
20,5-Nov-23,CUST020,Male,22,Clothing,3,300,900
24,29-Nov-23,CUST024,Female,49,Clothing,1,300,300
42,17-Feb-23,CUST042,Male,22,Clothing,3,300,900
43,14-Jul-23,CUST043,Female,48,Clothing,1,300,300
56,31-May-23,CUST056,Female,26,Clothing,3,300,900
58,13-Nov-23,CUST058,Male,18,Clothing,4,300,1200
70,21-Feb-23,CUST070,Female,43,Clothing,1,300,300
96,19-Dec-23,CUST096,Female,44,Clothing,2,300,600
101,29-Jan-23,CUST101,Male,32,Clothing,2,300,600
107,3-Feb-23,CUST107,Female,21,Clothing,4,300,1200
110,11-Jun-23,CUST110,Male,27,Clothing,3,300,900
165,14-Sep-23,CUST165,Female,60,Clothing,4,300,1200
168,24-Feb-23,CUST168,Male,53,Clothing,1,300,300
171,24-Nov-23,CUST171,Female,52,Clothing,3,300,900
180,1-Jan-23,CUST180,Male,41,Clothing,3,300,900
196,30-Sep-23,CUST196,Female,32,Clothing,3,300,900
202,26-Mar-23,CUST202,Female,34,Clothing,4,300,1200
248,9-Mar-23,CUST248,Male,26,Clothing,3,300,900
264,28-Jan-23,CUST264,Male,47,Clothing,3,300,900
265,11-Dec-23,CUST265,Male,55,Clothing,3,300,900
291,8-Jan-23,CUST291,Male,60,Clothing,2,300,600
296,6-Sep-23,CUST296,Female,22,Clothing,4,300,1200
340,19-Oct-23,CUST340,Female,36,Clothing,4,300,1200
365,11-Jun-23,CUST365,Male,31,Clothing,1,300,300
368,23-Aug-23,CUST368,Female,56,Clothing,4,300,1200
392,8-Dec-23,CUST392,Male,27,Clothing,2,300,600
398,16-May-23,CUST398,Female,48,Clothing,2,300,600
401,11-Oct-23,CUST401,Female,62,Clothing,1,300,300
402,21-Mar-23,CUST402,Female,41,Clothing,2,300,600
403,20-May-23,CUST403,Male,32,Clothing,2,300,600
405,6-Nov-23,CUST405,Female,25,Clothing,4,300,1200
440,26-Oct-23,CUST440,Male,64,Clothing,2,300,600
443,9-Aug-23,CUST443,Male,29,Clothing,2,300,600
459,21-Mar-23,CUST459,Male,28,Clothing,4,300,1200
482,27-Apr-23,CUST482,Female,28,Clothing,4,300,1200
484,13-Jan-23,CUST484,Female,19,Clothing,4,300,1200
496,14-Dec-23,CUST496,Male,23,Clothing,2,300,600
515,17-Jul-23,CUST515,Female,49,Clothing,3,300,900
550,7-Dec-23,CUST550,Male,40,Clothing,3,300,900
553,31-Mar-23,CUST553,Male,24,Clothing,4,300,1200
559,1-Jan-23,CUST559,Female,40,Clothing,4,300,1200
567,14-Jun-23,CUST567,Female,25,Clothing,3,300,900
582,14-Nov-23,CUST582,Male,35,Clothing,3,300,900
590,17-Mar-23,CUST590,Male,36,Clothing,3,300,900
625,8-Dec-23,CUST625,Male,31,Clothing,1,300,300
637,1-Sep-23,CUST637,Male,43,Clothing,2,300,600
649,9-Feb-23,CUST649,Female,58,Clothing,2,300,600
663,20-Mar-23,CUST663,Male,23,Clothing,4,300,1200
674,16-Apr-23,CUST674,Female,38,Clothing,1,300,300
680,22-Oct-23,CUST680,Female,53,Clothing,3,300,900
690,5-Nov-23,CUST690,Female,52,Clothing,3,300,900
702,27-Jul-23,CUST702,Female,60,Clothing,2,300,600
716,8-Aug-23,CUST716,Female,60,Clothing,4,300,1200
726,17-Jun-23,CUST726,Male,47,Clothing,4,300,1200
729,23-May-23,CUST729,Male,29,Clothing,4,300,1200
741,30-Nov-23,CUST741,Male,48,Clothing,1,300,300
782,4-Jun-23,CUST782,Male,59,Clothing,3,300,900
783,17-Dec-23,CUST783,Female,56,Clothing,1,300,300
800,24-Feb-23,CUST800,Male,32,Clothing,4,300,1200
826,19-Oct-23,CUST826,Female,46,Clothing,1,300,300
842,26-Dec-23,CUST842,Female,47,Clothing,2,300,600
852,12-Oct-23,CUST852,Female,41,Clothing,1,300,300
865,21-Dec-23,CUST865,Female,42,Clothing,1,300,300
899,25-May-23,CUST899,Male,26,Clothing,2,300,600
928,5-Apr-23,CUST928,Female,35,Clothing,4,300,1200
943,16-Oct-23,CUST943,Female,57,Clothing,4,300,1200
950,7-Nov-23,CUST950,Male,36,Clothing,3,300,900
964,31-Jan-23,CUST964,Male,24,Clothing,3,300,900
968,17-Nov-23,CUST968,Female,48,Clothing,3,300,900
969,19-Apr-23,CUST969,Female,40,Clothing,3,300,900
983,1-Nov-23,CUST983,Female,29,Clothing,1,300,300
987,29-Apr-23,CUST987,Female,30,Clothing,3,300,900
14,17-Jan-23,CUST014,Male,64,Clothing,4,30,120
23,12-Apr-23,CUST023,Female,35,Clothing,4,30,120
39,21-Apr-23,CUST039,Male,23,Clothing,4,30,120
80,10-Dec-23,CUST080,Female,64,Clothing,2,30,60
95,24-Nov-23,CUST095,Female,32,Clothing,2,30,60
116,23-Aug-23,CUST116,Female,23,Clothing,1,30,30
126,26-Oct-23,CUST126,Female,28,Clothing,3,30,90
148,9-May-23,CUST148,Male,18,Clothing,2,30,60
162,21-Aug-23,CUST162,Male,39,Clothing,2,30,60
178,4-Oct-23,CUST178,Male,40,Clothing,2,30,60
195,5-Feb-23,CUST195,Male,52,Clothing,1,30,30
222,26-Apr-23,CUST222,Male,51,Clothing,4,30,120
245,6-Sep-23,CUST245,Male,47,Clothing,3,30,90
255,8-Apr-23,CUST255,Male,48,Clothing,1,30,30
288,26-Jan-23,CUST288,Male,28,Clothing,4,30,120
294,27-Mar-23,CUST294,Female,23,Clothing,3,30,90
301,26-Mar-23,CUST301,Male,30,Clothing,4,30,120
312,7-Sep-23,CUST312,Male,41,Clothing,4,30,120
314,8-Apr-23,CUST314,Male,52,Clothing,4,30,120
315,1-Jun-23,CUST315,Male,47,Clothing,2,30,60
351,25-Sep-23,CUST351,Female,56,Clothing,3,30,90
415,27-Jan-23,CUST415,Male,53,Clothing,2,30,60
419,22-May-23,CUST419,Female,44,Clothing,3,30,90
422,20-Jun-23,CUST422,Female,28,Clothing,3,30,90
436,18-Mar-23,CUST436,Female,57,Clothing,4,30,120
438,19-Jan-23,CUST438,Female,42,Clothing,1,30,30
444,7-Mar-23,CUST444,Female,61,Clothing,3,30,90
477,24-Apr-23,CUST477,Male,43,Clothing,4,30,120
478,13-Apr-23,CUST478,Female,58,Clothing,2,30,60
483,25-Apr-23,CUST483,Male,55,Clothing,1,30,30
497,2-Oct-23,CUST497,Male,41,Clothing,4,30,120
518,11-May-23,CUST518,Female,40,Clothing,1,30,30
521,12-Aug-23,CUST521,Female,47,Clothing,4,30,120
528,6-Jul-23,CUST528,Female,36,Clothing,2,30,60
532,19-Jun-23,CUST532,Female,64,Clothing,4,30,120
548,9-Apr-23,CUST548,Female,51,Clothing,2,30,60
563,9-Aug-23,CUST563,Male,20,Clothing,2,30,60
566,2-Dec-23,CUST566,Female,64,Clothing,1,30,30
578,26-May-23,CUST578,Female,54,Clothing,4,30,120
601,10-Apr-23,CUST601,Male,19,Clothing,1,30,30
603,16-Jul-23,CUST603,Female,40,Clothing,3,30,90
613,23-Apr-23,CUST613,Female,52,Clothing,3,30,90
646,3-May-23,CUST646,Male,38,Clothing,3,30,90
675,4-Aug-23,CUST675,Female,45,Clothing,2,30,60
691,23-Apr-23,CUST691,Female,51,Clothing,3,30,90
699,22-Jun-23,CUST699,Female,37,Clothing,4,30,120
704,28-Aug-23,CUST704,Female,62,Clothing,3,30,90
719,4-Apr-23,CUST719,Female,42,Clothing,2,30,60
734,10-Jan-23,CUST734,Female,27,Clothing,1,30,30
746,11-Jan-23,CUST746,Female,33,Clothing,3,30,90
753,28-Feb-23,CUST753,Female,32,Clothing,1,30,30
776,31-Oct-23,CUST776,Male,35,Clothing,3,30,90
824,5-May-23,CUST824,Male,63,Clothing,4,30,120
861,17-Feb-23,CUST861,Female,41,Clothing,3,30,90
876,9-Oct-23,CUST876,Male,43,Clothing,4,30,120
878,30-Jun-23,CUST878,Female,20,Clothing,1,30,30
879,26-Dec-23,CUST879,Male,23,Clothing,1,30,30
884,29-Apr-23,CUST884,Female,26,Clothing,2,30,60
885,3-Mar-23,CUST885,Female,52,Clothing,4,30,120
895,22-May-23,CUST895,Female,55,Clothing,4,30,120
898,2-Nov-23,CUST898,Female,42,Clothing,3,30,90
900,21-Feb-23,CUST900,Male,21,Clothing,2,30,60
960,8-Aug-23,CUST960,Male,59,Clothing,2,30,60
962,19-Oct-23,CUST962,Male,44,Clothing,2,30,60
995,30-Apr-23,CUST995,Female,41,Clothing,1,30,30
2,27-Feb-23,CUST002,Female,26,Clothing,2,500,1000
4,21-May-23,CUST004,Male,37,Clothing,1,500,500
16,17-Feb-23,CUST016,Male,19,Clothing,3,500,1500
78,1-Jul-23,CUST078,Female,47,Clothing,3,500,1500
88,29-Mar-23,CUST088,Male,56,Clothing,1,500,500
112,2-Dec-23,CUST112,Male,37,Clothing,3,500,1500
115,26-Nov-23,CUST115,Male,51,Clothing,3,500,1500
124,27-Oct-23,CUST124,Male,33,Clothing,4,500,2000
130,12-Mar-23,CUST130,Female,57,Clothing,1,500,500
166,2-Apr-23,CUST166,Male,34,Clothing,4,500,2000
203,16-May-23,CUST203,Male,56,Clothing,2,500,1000
212,9-Jun-23,CUST212,Male,21,Clothing,3,500,1500
215,29-Nov-23,CUST215,Male,58,Clothing,3,500,1500
253,31-Aug-23,CUST253,Female,53,Clothing,4,500,2000
256,18-Feb-23,CUST256,Male,23,Clothing,2,500,1000
269,1-Feb-23,CUST269,Male,25,Clothing,4,500,2000
274,9-Apr-23,CUST274,Female,23,Clothing,2,500,1000
275,8-Apr-23,CUST275,Male,43,Clothing,2,500,1000
279,5-Aug-23,CUST279,Male,50,Clothing,1,500,500
280,4-Apr-23,CUST280,Female,37,Clothing,3,500,1500
319,5-Oct-23,CUST319,Male,31,Clothing,1,500,500
337,1-May-23,CUST337,Male,38,Clothing,1,500,500
342,24-Oct-23,CUST342,Female,43,Clothing,4,500,2000
346,11-Feb-23,CUST346,Male,59,Clothing,2,500,1000
382,26-May-23,CUST382,Female,53,Clothing,2,500,1000
384,13-Aug-23,CUST384,Male,55,Clothing,1,500,500
394,3-Jun-23,CUST394,Female,27,Clothing,1,500,500
420,23-Jan-23,CUST420,Female,22,Clothing,4,500,2000
421,2-Jan-23,CUST421,Female,37,Clothing,3,500,1500
452,8-May-23,CUST452,Female,48,Clothing,3,500,1500
453,8-Dec-23,CUST453,Female,26,Clothing,2,500,1000
470,17-May-23,CUST470,Female,57,Clothing,2,500,1000
474,15-Jul-23,CUST474,Female,26,Clothing,3,500,1500
476,29-Aug-23,CUST476,Female,27,Clothing,4,500,2000
487,24-Jul-23,CUST487,Male,44,Clothing,4,500,2000
534,10-Jun-23,CUST534,Male,45,Clothing,2,500,1000
547,7-Mar-23,CUST547,Male,63,Clothing,4,500,2000
561,27-May-23,CUST561,Female,64,Clothing,4,500,2000
570,15-Aug-23,CUST570,Male,49,Clothing,1,500,500
572,20-Apr-23,CUST572,Male,31,Clothing,4,500,2000
580,6-Dec-23,CUST580,Female,31,Clothing,3,500,1500
595,9-Nov-23,CUST595,Female,18,Clothing,4,500,2000
626,29-Sep-23,CUST626,Female,26,Clothing,4,500,2000
647,21-May-23,CUST647,Male,59,Clothing,3,500,1500
655,13-Jun-23,CUST655,Female,55,Clothing,1,500,500
664,28-Dec-23,CUST664,Female,44,Clothing,4,500,2000
673,1-Feb-23,CUST673,Female,43,Clothing,3,500,1500
684,30-Jun-23,CUST684,Female,28,Clothing,2,500,1000
